STT,Tên Shop,Địa Chỉ Shop,Link Website / Link Shop,Tên Sản Phẩm,Tên Sản Phẩm (Tiếng Anh),Giá Cả,Mô Tả Sản Phẩm,Mô Tả Sản Phẩm (Tiếng Anh),Tag,Category,Link Hình Ảnh
970,KIM SORA - KOREA,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=42678058,"Giá Đỡ Điện Thoại Móc Khóa Gấp Gọn Tiện Dụng Mang Theo Mọi Lúc Mọi Nơi, dây khóa thép chắc chắn","Giá Đỡ Điện Thoại Móc Khóa Gấp Gọn Tiện Dụng Mang Theo Mọi Lúc Mọi Nơi, dây khóa thép chắc chắn",36000,"Đặc sản chất lượng - Giá Đỡ Điện Thoại Móc Khóa Gấp Gọn Tiện Dụng Mang Theo Mọi Lúc Mọi Nơi, dây khóa thép chắc chắn","Unique fashion accessory showcasing Vietnamese cultural heritage from KIM SORA - KOREA: Giá Đỡ Điện Thoại Móc Khóa Gấp Gọn Tiện Dụng Mang Theo Mọi Lúc Mọi Nơi, dây khóa thép chắc chắn.",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-misom7kcm3nse0
971,KIM SORA - KOREA,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=42678058,Móc Treo Vợt Cầu Lông Tennis Gắn Tường Có Lỗ Vít – Giá Treo Nhiều Vợt Cầu Lông Tennis Chắc Chắn,Móc Treo Vợt Cầu Lông Tennis Gắn Tường Có Lỗ Vít – Giá Treo Nhiều Vợt Cầu Lông Tennis Chắc Chắn,29500,Đặc sản chất lượng - Móc Treo Vợt Cầu Lông Tennis Gắn Tường Có Lỗ Vít – Giá Treo Nhiều Vợt Cầu Lông Tennis Chắc Chắn,Unique fashion accessory showcasing Vietnamese cultural heritage from KIM SORA - KOREA: Móc Treo Vợt Cầu Lông Tennis Gắn Tường Có Lỗ Vít – Giá Treo Nhiều Vợt Cầu Lông Tennis Chắc Chắn.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mkdv5dk5gverc5
972,KIM SORA - KOREA,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=42678058,"Móc Giữ Banh Pickleball Treo Balo – Giá Treo Banh Pickleball 3 Trái, Phụ Kiện Pickleball Gọn Nhẹ","Móc Giữ Banh Pickleball Treo Balo – Giá Treo Banh Pickleball 3 Trái, Phụ Kiện Pickleball Gọn Nhẹ",137000,"Đặc sản chất lượng - Móc Giữ Banh Pickleball Treo Balo – Giá Treo Banh Pickleball 3 Trái, Phụ Kiện Pickleball Gọn Nhẹ","Exquisite handcrafted souvenir made with premium materials from KIM SORA - KOREA: Móc Giữ Banh Pickleball Treo Balo – Giá Treo Banh Pickleball 3 Trái, Phụ Kiện Pickleball Gọn Nhẹ.",Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mj1mccsamjur23
973,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,Hít nam châm cô gái đứng Việt Nam,Hít nam châm cô gái đứng Việt Nam,25000,Đặc sản chất lượng - Hít nam châm cô gái đứng Việt Nam,Delicious and authentic local food specialty from Svietnam.com: Hít nam châm cô gái đứng Việt Nam.,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfaunngqiln2cc
974,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh quạt gỗ 3D hình địa danh- Quà Tặng Lưu Niệm Việt Nam,(Gift Set),25000,Đặc sản chất lượng - Magnet Lưu Niệm Việt Nam - Nam Châm Tủ Lạnh quạt gỗ 3D hình địa danh- Quà Tặng Lưu Niệm Việt Nam,Unique fashion accessory showcasing Vietnamese cultural heritage from Svietnam.com: (Gift Set).,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mleywjh9d1xhec
975,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,Móc khóa gỗ ẩm thực món ăn Việt,Móc khóa gỗ ẩm thực món ăn Việt,10000,Đặc sản chất lượng - Móc khóa gỗ ẩm thực món ăn Việt,Unique fashion accessory showcasing Vietnamese cultural heritage from Svietnam.com: Móc khóa gỗ ẩm thực món ăn Việt.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-m07h0o6h1dhr5b
976,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,Chiếc Quạt gỗ hình ảnh Việt Nam - Magnet nam châm,Chiếc Quạt gỗ hình ảnh Việt Nam - Magnet nam châm,28000,Đặc sản chất lượng - Chiếc Quạt gỗ hình ảnh Việt Nam - Magnet nam châm,Exquisite handcrafted souvenir made with premium materials from Svietnam.com: Chiếc Quạt gỗ hình ảnh Việt Nam - Magnet nam châm.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m254wa3gem7210
977,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,Móc khoá gỗ 3 D lưu niệm Việt Nam,Móc khoá gỗ 3 D lưu niệm Việt Nam,12000,Đặc sản chất lượng - Móc khoá gỗ 3 D lưu niệm Việt Nam,Exquisite handcrafted souvenir made with premium materials from Svietnam.com: Móc khoá gỗ 3 D lưu niệm Việt Nam.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mffbwtwerxfv40
978,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,1 Tượng miss Việt Nam - cô gái đội nón lá 12 cm decor,Statue,35000,Đặc sản chất lượng - 1 Tượng miss Việt Nam - cô gái đội nón lá 12 cm decor,Unique fashion accessory showcasing Vietnamese cultural heritage from Svietnam.com: Statue.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m25822v6vyse49
979,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,combo rẻ Keychan Hít Nón lá 5 cm Fridge Magnet (3 vị trí),combo rẻ Keychan Hít Nón lá 5 cm Fridge Magnet (3 vị trí),30000,Đặc sản chất lượng - combo rẻ Keychan Hít Nón lá 5 cm Fridge Magnet (3 vị trí),Unique fashion accessory showcasing Vietnamese cultural heritage from Svietnam.com: combo rẻ Keychan Hít Nón lá 5 cm Fridge Magnet (3 vị trí).,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m25a6dmjc59u2e
980,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,MAGNET khui bia mở hộp hình ảnh cô gái áo dài,MAGNET khui bia mở hộp hình ảnh cô gái áo dài,48000,Đặc sản chất lượng - MAGNET khui bia mở hộp hình ảnh cô gái áo dài,Unique fashion accessory showcasing Vietnamese cultural heritage from Svietnam.com: MAGNET khui bia mở hộp hình ảnh cô gái áo dài.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-melddif2nkzleb
981,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,Magnet đá poly Đà Nẵng - souvenir decor,Magnet đá poly Đà Nẵng - souvenir decor,22000,Đặc sản chất lượng - Magnet đá poly Đà Nẵng - souvenir decor,Exquisite handcrafted souvenir made with premium materials from Svietnam.com: Magnet đá poly Đà Nẵng - souvenir decor.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m26xdapy2fg4bf
982,Svietnam.com,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=237125302,bộ BÚT CHÌ + THƯỚC KẺ GỖ _ PHONG CẢNH VIỆT NAM,bộ BÚT CHÌ + THƯỚC KẺ GỖ _ PHONG CẢNH VIỆT NAM,70000,Đặc sản chất lượng - bộ BÚT CHÌ + THƯỚC KẺ GỖ _ PHONG CẢNH VIỆT NAM,Exquisite handcrafted souvenir made with premium materials from Svietnam.com: bộ BÚT CHÌ + THƯỚC KẺ GỖ _ PHONG CẢNH VIỆT NAM.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-ml6dqf9fvevc5b
983,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,Móc khoá hình gấu dễ thương có chuông quà tăng,Móc khoá hình gấu dễ thương có chuông quà tăng,35000,Đặc sản chất lượng - Móc khoá hình gấu dễ thương có chuông quà tăng,Delicious and authentic local food specialty from phukienxinhxinh90: Móc khoá hình gấu dễ thương có chuông quà tăng.,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/sg-11134201-22110-q3m80zav4gkv87
984,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,Móc Khóa Da Cao Cấp GIPYON Vô cùng sang chảnh,Premium,55000,Đặc sản chất lượng - Móc Khóa Da Cao Cấp GIPYON Vô cùng sang chảnh,Unique fashion accessory showcasing Vietnamese cultural heritage from phukienxinhxinh90: Premium.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/c16d564ca8c12737fcb075dfa699f38f
985,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,"Móc khóa Spinner móc chìa khóa inox đa chức năng mở bia, cắt băng dính cao cấp",Premium,24700,"Đặc sản chất lượng - Móc khóa Spinner móc chìa khóa inox đa chức năng mở bia, cắt băng dính cao cấp",Unique fashion accessory showcasing Vietnamese cultural heritage from phukienxinhxinh90: Premium.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/f0b57048987a5be6401e07b3bfd0d2d2
986,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,"Vỏ bọc chìa khoá smartkey HONDA SH, VISION ,LEAD ,SH MODE ,WINNER X ,Air Blade Chìa đời 2021 Mẫu Mới Bao Chìa Khoá","Vỏ bọc chìa khoá smartkey HONDA SH, VISION ,LEAD ,SH MODE ,WINNER X ,Air Blade Chìa đời 2021 Mẫu Mới Bao Chìa Khoá",39000,"Đặc sản chất lượng - Vỏ bọc chìa khoá smartkey HONDA SH, VISION ,LEAD ,SH MODE ,WINNER X ,Air Blade Chìa đời 2021 Mẫu Mới Bao Chìa Khoá","High-aesthetic artistic decor item from phukienxinhxinh90: Vỏ bọc chìa khoá smartkey HONDA SH, VISION ,LEAD ,SH MODE ,WINNER X ,Air Blade Chìa đời 2021 Mẫu Mới Bao Chìa Khoá.",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lk1vipu104xub4
987,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,"Móc khoá gấu len chất liệu nhựa giả len Hình Gấu Thỏ Dễ Thương  đeo túi, ví, balo","Móc khoá gấu len chất liệu nhựa giả len Hình Gấu Thỏ Dễ Thương  đeo túi, ví, balo",35000,"Đặc sản chất lượng - Móc khoá gấu len chất liệu nhựa giả len Hình Gấu Thỏ Dễ Thương  đeo túi, ví, balo","Unique fashion accessory showcasing Vietnamese cultural heritage from phukienxinhxinh90: Móc khoá gấu len chất liệu nhựa giả len Hình Gấu Thỏ Dễ Thương  đeo túi, ví, balo.",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lkozozkvyfvu3d
988,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,Móc khoá jobon cao cấp có hộp làm quà sang trọng,Premium,55000,Đặc sản chất lượng - Móc khoá jobon cao cấp có hộp làm quà sang trọng,Delicious and authentic local food specialty from phukienxinhxinh90: Premium.,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/18f2f94713022e05d66817363e54708e
989,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,Khẩu Trang Trẻ Em Từ 1 Đến 5 Tuổi BIDEN 3D Mask Kids [ Hộp 10 chiếc ] chính hãng cty cưu long.,Khẩu Trang Trẻ Em Từ 1 Đến 5 Tuổi BIDEN 3D Mask Kids [ Hộp 10 chiếc ] chính hãng cty cưu long.,12000,Đặc sản chất lượng - Khẩu Trang Trẻ Em Từ 1 Đến 5 Tuổi BIDEN 3D Mask Kids [ Hộp 10 chiếc ] chính hãng cty cưu long.,Delicious and authentic local food specialty from phukienxinhxinh90: Khẩu Trang Trẻ Em Từ 1 Đến 5 Tuổi BIDEN 3D Mask Kids [ Hộp 10 chiếc ] chính hãng cty cưu long..,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/65131814046ed6036e8e9ffa2debf382
990,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,Móc khoá xe máy ô tô OMUDA chốt móc đĩa quần inox cao cấp 3746,Premium Plate,79000,Đặc sản chất lượng - Móc khoá xe máy ô tô OMUDA chốt móc đĩa quần inox cao cấp 3746,Unique fashion accessory showcasing Vietnamese cultural heritage from phukienxinhxinh90: Premium Plate.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134201-23020-4hh5qno8zvnvdc
991,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,Móc Khoá Gâu xám Gấu Trắng Gấu trúc cute quà tặng,(Gift Set),29000,Đặc sản chất lượng - Móc Khoá Gâu xám Gấu Trắng Gấu trúc cute quà tặng,Premium and meaningful gift set elegantly packaged from phukienxinhxinh90: (Gift Set).,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134201-23030-c9fu40udkfov42
992,phukienxinhxinh90,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=369876903,Khẩu Trang 6D PT hàng chính hảng cty mask,Khẩu Trang 6D PT hàng chính hảng cty mask,12000,Đặc sản chất lượng - Khẩu Trang 6D PT hàng chính hảng cty mask,Delicious and authentic local food specialty from phukienxinhxinh90: Khẩu Trang 6D PT hàng chính hảng cty mask.,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lvfs4kehflgk4c
993,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,Vỉ 40 túi nổ thối phiên bản mới,Vỉ 40 túi nổ thối phiên bản mới,40000,Đặc sản chất lượng - Vỉ 40 túi nổ thối phiên bản mới,Unique fashion accessory showcasing Vietnamese cultural heritage from Tạp Hoá Tuổi Thơ 6868: Vỉ 40 túi nổ thối phiên bản mới.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmyr5kj88ufaa5
994,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,Vỉ 20 gói 100 thẻ bài pokemon cầu vồng loại đẹp đồ chơi cho bé siêu hót,(Elegant),80000,Đặc sản chất lượng - Vỉ 20 gói 100 thẻ bài pokemon cầu vồng loại đẹp đồ chơi cho bé siêu hót,Delicious and authentic local food specialty from Tạp Hoá Tuổi Thơ 6868: (Elegant).,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mg4ivg0yf9jje9
995,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,(Set 10 Tấm trộn hình ) Hình Dán Sticker Nổi 3D Trong Suốt Hot Trend Trang Trí,(Set 10 Tấm trộn hình ) Hình Dán Sticker Nổi 3D Trong Suốt Hot Trend Trang Trí,55000,Đặc sản chất lượng - (Set 10 Tấm trộn hình ) Hình Dán Sticker Nổi 3D Trong Suốt Hot Trend Trang Trí,Exquisite handcrafted souvenir made with premium materials from Tạp Hoá Tuổi Thơ 6868: (Set 10 Tấm trộn hình ) Hình Dán Sticker Nổi 3D Trong Suốt Hot Trend Trang Trí.,Handicrafts,Thủ công,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnr8avylgav8e1
996,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,"Bộ mô hình đồ chơi lắp ráp xếp hình 10in1 mini 3D. Mô hình máy bay, xe tăng, oto..","Bộ mô hình đồ chơi lắp ráp xếp hình 10in1 mini 3D. Mô hình máy bay, xe tăng, oto..",84000,"Đặc sản chất lượng - Bộ mô hình đồ chơi lắp ráp xếp hình 10in1 mini 3D. Mô hình máy bay, xe tăng, oto..","Delicious and authentic local food specialty from Tạp Hoá Tuổi Thơ 6868: Bộ mô hình đồ chơi lắp ráp xếp hình 10in1 mini 3D. Mô hình máy bay, xe tăng, oto...",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmxeuvc1v8xx93
997,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,( Giá Sỉ) Bịch 20 bộ bài nhí siêu nhân hot hit( Mỗi bộ từ 50-52 lá),( Giá Sỉ) Bịch 20 bộ bài nhí siêu nhân hot hit( Mỗi bộ từ 50-52 lá),36000,Đặc sản chất lượng - ( Giá Sỉ) Bịch 20 bộ bài nhí siêu nhân hot hit( Mỗi bộ từ 50-52 lá),Delicious and authentic local food specialty from Tạp Hoá Tuổi Thơ 6868: ( Giá Sỉ) Bịch 20 bộ bài nhí siêu nhân hot hit( Mỗi bộ từ 50-52 lá).,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgq1rllqbguj71
998,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,Set 10 mô hình (10in1) đồ chơi lắp ghép thế giới động vật phát triển tư duy cho bé,Set 10 mô hình (10in1) đồ chơi lắp ghép thế giới động vật phát triển tư duy cho bé,84000,Đặc sản chất lượng - Set 10 mô hình (10in1) đồ chơi lắp ghép thế giới động vật phát triển tư duy cho bé,Delicious and authentic local food specialty from Tạp Hoá Tuổi Thơ 6868: Set 10 mô hình (10in1) đồ chơi lắp ghép thế giới động vật phát triển tư duy cho bé.,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmxeruzfzuh10b
999,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,thẻ bài Pokemon phiên bản Xygo mầu vàng siêu vip(túi 36 gói),thẻ bài Pokemon phiên bản Xygo mầu vàng siêu vip(túi 36 gói),50000,Đặc sản chất lượng - thẻ bài Pokemon phiên bản Xygo mầu vàng siêu vip(túi 36 gói),Unique fashion accessory showcasing Vietnamese cultural heritage from Tạp Hoá Tuổi Thơ 6868: thẻ bài Pokemon phiên bản Xygo mầu vàng siêu vip(túi 36 gói).,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfdm63bsdlvv9e
1000,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,"Vỉ 40 quả bom nổ troll hình Capybara, pokemon siêu hot","Vỉ 40 quả bom nổ troll hình Capybara, pokemon siêu hot",35000,"Đặc sản chất lượng - Vỉ 40 quả bom nổ troll hình Capybara, pokemon siêu hot","Delicious and authentic local food specialty from Tạp Hoá Tuổi Thơ 6868: Vỉ 40 quả bom nổ troll hình Capybara, pokemon siêu hot.",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mhw26a1irz0l89
1001,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,Sỉ bộ bài uno nhiều mẫu(giao ngẫu nhiên),Sỉ bộ bài uno nhiều mẫu(giao ngẫu nhiên),25000,Đặc sản chất lượng - Sỉ bộ bài uno nhiều mẫu(giao ngẫu nhiên),Delicious and authentic local food specialty from Tạp Hoá Tuổi Thơ 6868: Sỉ bộ bài uno nhiều mẫu(giao ngẫu nhiên).,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mewpj7b1o2kgca
1002,Tạp Hoá Tuổi Thơ 6868,Thành phố Hà Nội,https://shopee.vn/search?shop=22890650,Bịch 10 tờ dán 3D mô hình hoạt hình siêu xinh,Bịch 10 tờ dán 3D mô hình hoạt hình siêu xinh,100000,Đặc sản chất lượng - Bịch 10 tờ dán 3D mô hình hoạt hình siêu xinh,Delicious and authentic local food specialty from Tạp Hoá Tuổi Thơ 6868: Bịch 10 tờ dán 3D mô hình hoạt hình siêu xinh.,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mo3md5cuw54x1f
1003,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,"Series Móc Khóa Thông Điệp '' TREO ZUI '' vui nhộn , đáng iuu tặng bạn bè , người thân, treo balo, túi xách......","Series Móc Khóa Thông Điệp '' TREO ZUI '' vui nhộn , đáng iuu tặng bạn bè , người thân, treo balo, túi xách......",30000,"Đặc sản chất lượng - Series Móc Khóa Thông Điệp '' TREO ZUI '' vui nhộn , đáng iuu tặng bạn bè , người thân, treo balo, túi xách......","Unique fashion accessory showcasing Vietnamese cultural heritage from thoikedi.kios: Series Móc Khóa Thông Điệp '' TREO ZUI '' vui nhộn , đáng iuu tặng bạn bè , người thân, treo balo, túi xách.......",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfnts7shw9ai80
1004,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,"Series Móc Khóa Thông Điệp '' TREO ZUI 2 ''  vui nhộn , đáng iuu tặng bạn bè , người thân, treo balo, túi xách......","Series Móc Khóa Thông Điệp '' TREO ZUI 2 ''  vui nhộn , đáng iuu tặng bạn bè , người thân, treo balo, túi xách......",30000,"Đặc sản chất lượng - Series Móc Khóa Thông Điệp '' TREO ZUI 2 ''  vui nhộn , đáng iuu tặng bạn bè , người thân, treo balo, túi xách......","Unique fashion accessory showcasing Vietnamese cultural heritage from thoikedi.kios: Series Móc Khóa Thông Điệp '' TREO ZUI 2 ''  vui nhộn , đáng iuu tặng bạn bè , người thân, treo balo, túi xách.......",Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mipn183cnkld14
1005,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,Bookmark/Kẹp sách '' BÁNH MÌ TRÍ NHỚ '' Việt Nam,Bookmark/Kẹp sách '' BÁNH MÌ TRÍ NHỚ '' Việt Nam,18000,Đặc sản chất lượng - Bookmark/Kẹp sách '' BÁNH MÌ TRÍ NHỚ '' Việt Nam,Delicious and authentic local food specialty from thoikedi.kios: Bookmark/Kẹp sách '' BÁNH MÌ TRÍ NHỚ '' Việt Nam.,Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-migda8ver5s4e5
1006,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,Lót Ly/Móc Khóa ''VỈA HÈ'',Lót Ly/Móc Khóa ''VỈA HÈ'',77000,Đặc sản chất lượng - Lót Ly/Móc Khóa ''VỈA HÈ'',Unique fashion accessory showcasing Vietnamese cultural heritage from thoikedi.kios: Lót Ly/Móc Khóa ''VỈA HÈ''.,Fashion,Thời trang,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-miboxb42a680d6
1007,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,"(Tặng bao thư kraft) Postcard / thiệp A6 '' GIẤY CHỨNG NHẬN QUYỀN SỞ HỮU TUI '' đáng iu dùng  tặng bạn bè,..","(Tặng bao thư kraft) Postcard / thiệp A6 '' GIẤY CHỨNG NHẬN QUYỀN SỞ HỮU TUI '' đáng iu dùng  tặng bạn bè,..",26000,"Đặc sản chất lượng - (Tặng bao thư kraft) Postcard / thiệp A6 '' GIẤY CHỨNG NHẬN QUYỀN SỞ HỮU TUI '' đáng iu dùng  tặng bạn bè,..","Delicious and authentic local food specialty from thoikedi.kios: (Tặng bao thư kraft) Postcard / thiệp A6 '' GIẤY CHỨNG NHẬN QUYỀN SỞ HỮU TUI '' đáng iu dùng  tặng bạn bè,...",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mizmqbmrhw5c44
1008,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,"(Tặng bao thư kraft) Postcard / thiệp A6 '' TIÊU LỆNH CHỮA LÀNH '' vui nhộn dùng tặng bạn bè,..","(Tặng bao thư kraft) Postcard / thiệp A6 '' TIÊU LỆNH CHỮA LÀNH '' vui nhộn dùng tặng bạn bè,..",26000,"Đặc sản chất lượng - (Tặng bao thư kraft) Postcard / thiệp A6 '' TIÊU LỆNH CHỮA LÀNH '' vui nhộn dùng tặng bạn bè,..","Delicious and authentic local food specialty from thoikedi.kios: (Tặng bao thư kraft) Postcard / thiệp A6 '' TIÊU LỆNH CHỮA LÀNH '' vui nhộn dùng tặng bạn bè,...",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mm63nex575du52
1009,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,"Bookmark/ Kẹp sách hình chiếc dép vui nhộn ,cán kim tuyến lấp lánh , dành cho người mê đọc sách...","Bookmark/ Kẹp sách hình chiếc dép vui nhộn ,cán kim tuyến lấp lánh , dành cho người mê đọc sách...",18000,"Đặc sản chất lượng - Bookmark/ Kẹp sách hình chiếc dép vui nhộn ,cán kim tuyến lấp lánh , dành cho người mê đọc sách...","Delicious and authentic local food specialty from thoikedi.kios: Bookmark/ Kẹp sách hình chiếc dép vui nhộn ,cán kim tuyến lấp lánh , dành cho người mê đọc sách....",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mh2arztmosgf5b
1010,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,"(Tặng bao thư kraft) Postcard / thiệp A6 chúc mừng sinh nhật bạn bè , người thân..","(Tặng bao thư kraft) Postcard / thiệp A6 chúc mừng sinh nhật bạn bè , người thân..",26000,"Đặc sản chất lượng - (Tặng bao thư kraft) Postcard / thiệp A6 chúc mừng sinh nhật bạn bè , người thân..","Delicious and authentic local food specialty from thoikedi.kios: (Tặng bao thư kraft) Postcard / thiệp A6 chúc mừng sinh nhật bạn bè , người thân...",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mb17izfktqe04d
1011,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,Art Print A4 ''  TIÊU LỆNH CHỮA LÀNH '',Art Print A4 ''  TIÊU LỆNH CHỮA LÀNH '',85000,Đặc sản chất lượng - Art Print A4 ''  TIÊU LỆNH CHỮA LÀNH '',High-aesthetic artistic decor item from thoikedi.kios: Art Print A4 ''  TIÊU LỆNH CHỮA LÀNH ''.,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mm31uhme7too23
1012,thoikedi.kios,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=111003681,"Bookmark/ Kẹp sách '' MÈO TIÊN CÁ '' vui nhộn ,cán kim tuyến lấp lánh , dành cho người mê đọc sách...","Bookmark/ Kẹp sách '' MÈO TIÊN CÁ '' vui nhộn ,cán kim tuyến lấp lánh , dành cho người mê đọc sách...",18000,"Đặc sản chất lượng - Bookmark/ Kẹp sách '' MÈO TIÊN CÁ '' vui nhộn ,cán kim tuyến lấp lánh , dành cho người mê đọc sách...","Delicious and authentic local food specialty from thoikedi.kios: Bookmark/ Kẹp sách '' MÈO TIÊN CÁ '' vui nhộn ,cán kim tuyến lấp lánh , dành cho người mê đọc sách....",Local Food,Ẩm thực,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mi1wiqhk0m4kab
